pk_cid,recency,ingesta,frequency,monetary_value,r_quartile,f_quartile,m_quartile,i_quartile,RFMScore,region_code,salary,age,gender,unidades_vendidas_total,em_acount,debit_card
1413657,309,304,11,580.0,4,1,1,2,411,37.0,51220.26,22.0,1.0,2.0,1.0,1.0
1392890,403,395,14,580.0,4,1,1,1,411,28.0,209558.82,58.0,1.0,2.0,0.0,0.0
1391777,410,395,14,580.0,4,1,1,1,411,28.0,114494.79,75.0,1.0,1.0,0.0,0.0
1381729,472,454,16,580.0,4,1,1,1,411,12.0,113652.32033026773,51.0,1.0,2.0,1.0,0.0
1390369,422,304,11,580.0,4,1,1,2,411,28.0,103866.96,35.0,1.0,1.0,0.0,0.0
1403903,332,304,11,580.0,4,1,1,2,411,43.0,107803.47,29.0,1.0,2.0,1.0,1.0
1379534,480,454,16,580.0,4,1,1,1,411,28.0,41692.68,33.0,2.0,1.0,1.0,0.0
1405791,321,304,11,580.0,4,1,1,2,411,41.0,551074.23,72.0,1.0,2.0,1.0,1.0
1412310,310,304,11,580.0,4,1,1,2,411,28.0,113652.32033026773,47.0,2.0,3.0,0.0,0.0
1385775,451,426,15,580.0,4,1,1,1,411,28.0,206320.95,51.0,1.0,1.0,1.0,0.0
1408486,312,304,11,580.0,4,1,1,2,411,23.0,70009.23,29.0,1.0,2.0,1.0,1.0
1398137,372,365,13,580.0,4,1,1,1,411,28.0,63479.04,85.0,1.0,2.0,1.0,0.0
1380273,478,454,16,580.0,4,1,1,1,411,28.0,26136.72,31.0,1.0,1.0,1.0,0.0
1383103,465,454,16,580.0,4,1,1,1,411,47.0,58637.88,38.0,2.0,1.0,1.0,0.5
1388714,434,426,15,580.0,4,1,1,1,411,21.0,113652.32033026773,35.0,2.0,1.0,0.0,0.0
1374583,506,485,17,580.0,4,1,1,1,411,43.0,71661.48,20.0,1.0,1.0,1.0,0.0
1390294,423,395,14,580.0,4,1,1,1,411,41.0,100219.53,81.0,1.0,1.0,0.0,0.0
1400909,353,334,12,580.0,4,1,1,1,411,18.0,39854.16,31.0,2.0,3.0,0.0,0.0
1384098,459,454,16,580.0,4,1,1,1,411,39.0,70894.04999999999,22.0,2.0,1.0,1.0,0.0
1402438,343,304,11,580.0,4,1,1,2,411,22.0,54487.41,36.0,2.0,2.0,1.0,0.0
1400907,353,334,12,580.0,4,1,1,1,411,38.0,42430.83,33.0,1.0,1.5,1.0,1.0
1383913,459,454,16,580.0,4,1,1,1,411,28.0,145981.38,35.0,2.0,1.0,0.0,0.0
1397360,375,365,13,580.0,4,1,1,1,411,28.0,334380.27,53.0,1.0,3.0,1.0,0.0
1392369,408,304,11,580.0,4,1,1,2,411,41.0,41300.64,31.0,2.0,2.0,1.0,1.0
1399818,359,334,12,580.0,4,1,1,1,411,39.0,85469.19,40.0,2.0,2.0,1.0,0.0
1380016,479,454,16,570.0,4,1,1,1,411,41.0,70354.04999999999,42.0,1.0,1.0,1.0,0.0
1385374,452,426,15,570.0,4,1,1,1,411,28.0,113652.32033026773,40.0,1.0,1.0,1.0,0.0
1385984,450,426,15,570.0,4,1,1,1,411,45.0,50284.17,40.0,1.0,1.0,0.0,0.0
1387340,442,426,15,570.0,4,1,1,1,411,48.0,113652.32033026773,37.0,2.0,1.0,0.0,0.0
1403229,337,304,11,570.0,4,1,1,2,411,29.0,69903.24,31.0,1.0,3.0,0.0,0.0
1389628,428,426,15,570.0,4,1,1,1,411,35.0,113652.32033026773,39.0,1.0,1.0,1.0,0.0
1403188,337,334,12,570.0,4,1,1,1,411,19.0,108957.6,28.0,2.0,3.0,0.0,0.0
1389010,431,426,15,570.0,4,1,1,1,411,41.0,42662.82,34.0,2.0,1.0,1.0,0.0
1399799,361,334,12,570.0,4,1,1,1,411,8.0,138635.73,30.0,2.0,3.0,0.0,0.0
1396450,382,334,12,570.0,4,1,1,1,411,28.0,123061.88999999998,47.0,1.0,2.0,1.0,0.0
1386326,448,426,15,570.0,4,1,1,1,411,28.0,97670.73,60.0,2.0,2.0,1.0,0.0
1385973,450,426,15,570.0,4,1,1,1,411,7.0,212240.58,42.0,2.0,1.0,0.0,0.0
1396785,381,365,13,570.0,4,1,1,1,411,22.0,113652.32033026773,45.0,1.0,2.0,1.0,0.0
1402676,340,334,12,570.0,4,1,1,1,411,41.0,73776.27,51.0,2.0,1.0,0.0,0.0
912714,426,426,15,570.0,4,1,1,1,411,28.0,49811.85000000001,36.0,2.0,1.0,1.0,0.0
1389632,428,426,15,570.0,4,1,1,1,411,35.0,113652.32033026773,48.0,2.0,1.0,1.0,0.0
1399069,367,365,13,570.0,4,1,1,1,411,41.0,161621.91,40.0,1.0,2.0,1.0,0.0
1402707,340,334,12,570.0,4,1,1,1,411,28.0,297767.46,34.0,2.0,2.0,1.0,0.0
1402708,340,304,11,570.0,4,1,1,2,411,46.0,47713.77,27.0,2.0,3.0,0.0,0.0
1402704,340,334,12,570.0,4,1,1,1,411,46.0,55489.8,63.0,1.0,2.0,0.0,0.0
1375125,504,485,17,570.0,4,1,1,1,411,48.0,113652.32033026773,33.0,2.0,1.0,1.0,0.0
1379245,483,454,16,570.0,4,1,1,1,411,19.0,104433.27,26.5,2.0,3.0,1.0,0.0
1385968,450,426,15,570.0,4,1,1,1,411,28.0,56924.76,48.0,1.0,1.0,1.0,0.0
1260983,457,426,15,570.0,4,1,1,1,411,6.0,52465.95,49.0,2.0,1.0,0.0,0.0
1401614,347,334,12,570.0,4,1,1,1,411,15.0,206827.86,33.0,2.0,3.0,0.0,0.0
1386678,445,334,12,570.0,4,1,1,1,411,8.0,75998.67,78.0,1.0,3.0,0.0,0.0
1385991,450,395,14,570.0,4,1,1,1,411,28.0,131888.25,28.0,1.0,1.0,1.0,0.5
1388705,434,426,15,570.0,4,1,1,1,411,3.0,113652.32033026773,40.0,2.0,1.0,1.0,0.0
1396733,381,365,13,570.0,4,1,1,1,411,23.0,20535.72,36.0,2.0,1.0,1.0,1.0
1021856,442,426,15,570.0,4,1,1,1,411,10.0,75516.93000000001,41.0,2.0,1.0,1.0,0.0
1398590,368,365,13,570.0,4,1,1,1,411,11.0,34283.28,33.0,1.0,2.0,0.0,0.0
1389600,428,426,15,570.0,4,1,1,1,411,29.0,113652.32033026773,29.0,1.0,1.0,1.0,0.0
1402848,339,334,12,570.0,4,1,1,1,411,28.0,180806.4,81.0,1.0,2.0,0.0,0.0
1385630,452,426,15,570.0,4,1,1,1,411,48.0,113652.32033026773,37.0,1.0,1.0,0.0,0.0
1390123,424,426,15,570.0,4,1,1,1,411,10.0,105948.18,46.0,1.0,1.0,1.0,0.0
1379592,480,454,16,570.0,4,1,1,1,411,18.0,69620.25,33.0,2.0,1.0,0.0,0.0
1397971,373,334,12,570.0,4,1,1,1,411,21.0,113652.32033026773,20.0,2.0,1.5,1.0,1.0
1389481,429,426,15,570.0,4,1,1,1,411,29.0,48845.49,69.0,2.0,1.0,1.0,0.0
1398287,372,365,13,570.0,4,1,1,1,411,30.0,65847.33,56.0,1.0,2.0,1.0,0.0
1058319,332,304,11,570.0,4,1,1,2,411,28.0,194055.12,65.0,1.0,2.0,1.0,1.0
1386926,444,426,15,570.0,4,1,1,1,411,18.0,113652.32033026773,38.0,2.0,1.0,1.0,0.0
1385688,451,426,15,570.0,4,1,1,1,411,28.0,36659.82,40.0,1.0,1.0,1.0,0.0
1397970,373,365,13,570.0,4,1,1,1,411,48.0,113652.32033026773,67.0,1.0,2.0,0.0,0.0
1386709,445,426,15,570.0,4,1,1,1,411,28.0,111700.98,43.0,1.0,1.0,1.0,0.0
1386118,449,426,15,570.0,4,1,1,1,411,28.0,68707.41,24.0,1.0,1.0,1.0,0.0
1390909,416,395,14,570.0,4,1,1,1,411,28.0,129544.29,30.0,1.0,1.5,1.0,0.0
1387524,441,426,15,570.0,4,1,1,1,411,47.0,113652.32033026773,41.0,1.0,1.0,0.0,0.0
1375474,501,485,17,570.0,4,1,1,1,411,13.0,24895.44,28.0,2.0,1.0,0.0,0.0
1386690,445,426,15,570.0,4,1,1,1,411,8.0,50285.04,40.0,2.0,1.0,1.0,0.0
1385833,451,426,15,570.0,4,1,1,1,411,19.0,96543.69,51.0,2.0,1.0,0.0,0.0
1401544,347,334,12,570.0,4,1,1,1,411,28.0,55843.41,23.0,1.0,3.0,0.0,0.0
1386293,449,426,15,570.0,4,1,1,1,411,36.0,90960.93,79.0,2.0,1.0,1.0,0.0
1396778,381,365,13,570.0,4,1,1,1,411,36.0,97294.44,37.0,1.0,1.0,1.0,1.0
1401982,345,334,12,570.0,4,1,1,1,411,46.0,47550.39,51.0,1.0,3.0,0.0,0.0
1380026,479,395,14,570.0,4,1,1,1,411,29.0,73933.89,41.0,2.0,3.0,1.0,0.0
1403338,336,334,12,570.0,4,1,1,1,411,36.0,113652.32033026773,33.0,2.0,3.0,0.0,0.0
1386009,450,426,15,570.0,4,1,1,1,411,7.0,212240.58,20.0,1.0,1.0,0.0,0.0
1399685,361,334,12,570.0,4,1,1,1,411,46.0,31736.1,50.0,2.0,2.0,1.0,0.0
1396568,382,365,13,570.0,4,1,1,1,411,29.0,44647.77,57.0,2.0,2.0,0.0,0.0
1273930,464,426,15,570.0,4,1,1,1,411,28.0,177980.01,77.0,1.0,1.0,0.0,0.0
1378585,486,426,15,570.0,4,1,1,1,411,41.0,54558.51,29.0,2.0,1.0,1.0,0.0
1396584,382,365,13,570.0,4,1,1,1,411,28.0,88414.98,63.0,2.0,2.0,1.0,0.0
1386237,449,426,15,570.0,4,1,1,1,411,28.0,107947.26,36.0,2.0,1.0,1.0,0.0
1388820,431,426,15,570.0,4,1,1,1,411,13.0,113652.32033026773,39.0,1.0,1.0,0.0,0.0
1388815,431,426,15,570.0,4,1,1,1,411,50.0,67689.20999999999,86.0,2.0,1.0,0.0,0.0
1402129,344,304,11,570.0,4,1,1,2,411,30.0,41329.11,38.0,1.0,2.0,1.0,1.0
1375181,504,485,17,570.0,4,1,1,1,411,46.0,113652.32033026773,35.0,2.0,1.0,0.0,0.0
1380316,478,426,15,570.0,4,1,1,1,411,28.0,171506.19,40.0,1.0,1.0,0.0,0.0
1403545,333,304,11,570.0,4,1,1,2,411,28.0,110708.07,28.0,1.0,2.0,1.0,1.0
1395965,386,365,13,570.0,4,1,1,1,411,28.0,190749.72,73.0,1.0,2.0,0.0,0.0
1382208,470,454,16,570.0,4,1,1,1,411,30.0,126815.97,20.0,2.0,1.0,1.0,0.0
1384466,458,454,16,570.0,4,1,1,1,411,20.0,113652.32033026773,43.0,1.0,2.0,0.0,0.0
1392368,408,395,14,570.0,4,1,1,1,411,39.0,61438.05,35.0,1.0,2.0,1.0,0.0
1382762,466,426,15,570.0,4,1,1,1,411,38.0,113652.32033026773,40.0,1.0,1.0,1.0,1.0
1385313,452,426,15,570.0,4,1,1,1,411,28.0,47980.11,34.0,2.0,1.0,1.0,0.0
1393000,403,365,13,570.0,4,1,1,1,411,28.0,83652.0,20.0,2.0,2.0,1.0,0.0
1409825,311,304,11,570.0,4,1,1,2,411,50.0,89658.9,55.0,1.0,3.0,1.0,0.0
77195,320,304,11,570.0,4,1,1,2,411,12.0,103812.06,55.0,1.0,3.0,1.0,0.0
1407255,316,304,11,570.0,4,1,1,2,411,46.0,80038.20000000001,76.0,1.0,3.0,1.0,0.0
1416336,307,304,11,570.0,4,1,1,2,411,20.0,113652.32033026773,51.0,1.0,2.0,1.0,1.0
1419151,304,304,11,570.0,4,1,1,2,411,17.0,73955.85,37.0,2.0,2.0,1.0,1.0
1395605,387,365,13,570.0,4,1,1,1,411,50.0,57426.51,31.0,2.0,1.0,0.0,0.0
1382783,466,426,15,570.0,4,1,1,1,411,6.0,56141.73,32.0,2.0,1.0,1.0,0.0
1385173,455,426,15,570.0,4,1,1,1,411,8.0,124962.72,57.0,1.0,1.0,1.0,0.0
1385143,455,426,15,570.0,4,1,1,1,411,11.0,113755.08,26.0,2.0,1.0,1.0,0.0
1405640,322,304,11,570.0,4,1,1,2,411,27.0,113652.32033026773,35.0,2.0,2.0,0.0,1.0
1383016,465,426,15,570.0,4,1,1,1,411,48.0,113652.32033026773,55.0,1.0,1.0,1.0,0.0
1380794,476,426,15,570.0,4,1,1,1,411,46.0,93642.6,31.0,2.0,1.0,1.0,0.0
1407601,315,304,11,570.0,4,1,1,2,411,50.0,113652.32033026773,37.0,1.0,3.0,0.0,0.0
1391581,413,395,14,570.0,4,1,1,1,411,28.0,169749.27,65.0,2.0,1.0,0.0,0.0
1383274,464,395,14,570.0,4,1,1,1,411,21.0,86599.26,83.5,1.0,1.0,1.0,0.0
1411774,310,304,11,570.0,4,1,1,2,411,13.0,113652.32033026773,24.0,2.0,2.0,1.0,1.0
1377548,492,485,17,570.0,4,1,1,1,411,29.0,40022.85000000001,34.0,2.0,1.0,0.0,0.0
1376631,497,485,17,570.0,4,1,1,1,411,8.0,143811.21,38.0,2.0,1.0,0.0,0.0
1384342,458,426,15,570.0,4,1,1,1,411,48.0,113652.32033026773,53.0,2.0,1.0,0.0,0.0
1391580,413,395,14,570.0,4,1,1,1,411,28.0,169749.27,79.0,1.0,1.0,0.0,0.0
1377473,492,485,17,570.0,4,1,1,1,411,33.0,94575.03,53.0,1.0,1.0,0.0,0.0
1377702,491,485,17,570.0,4,1,1,1,411,41.0,97321.29,22.0,1.0,1.0,0.0,0.0
1382791,466,365,13,570.0,4,1,1,1,411,28.0,529226.52,55.0,2.0,2.0,1.0,0.0
1404989,325,304,11,570.0,4,1,1,2,411,8.0,35863.86,58.0,2.0,2.0,1.0,1.0
1385353,452,426,15,570.0,4,1,1,1,411,8.0,106590.87,37.0,1.0,1.0,1.0,0.0
1412192,310,304,11,570.0,4,1,1,2,411,46.0,73741.14,36.0,2.0,2.0,1.0,1.0
1417127,307,304,11,570.0,4,1,1,2,411,21.0,50100.99000000001,48.0,2.0,2.0,1.0,1.0
1406234,318,304,11,570.0,4,1,1,2,411,7.0,217825.92,47.0,1.0,2.0,1.0,1.0
55000,466,365,13,570.0,4,1,1,1,411,28.0,529226.52,53.0,1.0,2.0,1.0,0.0
1405776,321,304,11,570.0,4,1,1,2,411,28.0,123098.61000000002,23.0,1.0,1.0,0.0,0.0
280895,381,365,13,570.0,4,1,1,1,411,28.0,227455.86,47.0,1.0,2.0,1.0,0.0
1412726,309,304,11,570.0,4,1,1,2,411,35.0,95770.68,44.0,1.0,2.0,1.0,1.0
1393265,402,395,14,570.0,4,1,1,1,411,28.0,122756.04,34.0,2.0,1.0,0.0,0.0
1420001,304,304,11,570.0,4,1,1,2,411,38.0,119503.41,24.0,1.0,2.0,1.0,1.0
1383152,465,426,15,570.0,4,1,1,1,411,8.0,183097.8,63.0,2.0,1.0,1.0,0.0
1395585,387,365,13,570.0,4,1,1,1,411,37.0,41765.85000000001,40.0,2.0,4.0,0.0,0.0
1380535,477,454,16,570.0,4,1,1,1,411,23.0,97682.46,53.0,2.0,1.5,1.0,0.0
1392772,406,395,14,570.0,4,1,1,1,411,9.0,49209.81,73.0,2.0,1.0,0.0,0.0
1405220,324,304,11,570.0,4,1,1,2,411,29.0,186390.03,38.0,1.0,2.0,1.0,1.0
1413486,309,304,11,570.0,4,1,1,2,411,28.0,102850.41,47.0,1.0,2.0,1.0,1.0
1393958,397,365,13,570.0,4,1,1,1,411,28.0,99033.48,42.0,2.0,2.0,1.0,0.0
1403430,336,334,12,560.0,4,1,1,1,411,28.0,118416.69,52.0,1.0,2.0,1.0,0.0
1403659,333,334,12,560.0,4,1,1,1,411,28.0,65470.17,88.0,1.0,2.0,1.0,0.0
1405687,322,304,11,560.0,4,1,1,2,411,28.0,119853.75,61.0,2.0,3.0,0.0,0.0
1402948,339,304,11,560.0,4,1,1,2,411,30.0,64960.38,34.0,2.0,2.0,1.0,0.0
1391922,410,395,14,560.0,4,1,1,1,411,28.0,116392.59,40.0,2.0,1.5,1.0,0.5
1401327,351,334,12,560.0,4,1,1,1,411,41.0,92088.12,49.0,2.0,2.0,1.0,0.0
1402472,340,334,12,560.0,4,1,1,1,411,48.0,113652.32033026773,87.0,1.0,2.0,1.0,0.0
1401358,350,334,12,560.0,4,1,1,1,411,33.0,67305.36,57.0,1.0,2.0,1.0,0.0
1401350,351,334,12,560.0,4,1,1,1,411,29.0,96344.28,54.0,2.0,2.0,1.0,0.0
1385821,451,395,14,560.0,4,1,1,1,411,28.0,76471.41,42.0,2.0,1.5,1.0,0.5
1393801,399,395,14,560.0,4,1,1,1,411,4.0,100947.24,45.0,2.0,2.0,0.0,0.0
1381909,471,454,16,560.0,4,1,1,1,411,28.0,133377.51,25.0,1.0,2.0,0.5,0.0
1402471,342,334,12,560.0,4,1,1,1,411,48.0,113652.32033026773,55.0,2.0,2.0,1.0,0.0
1400374,358,334,12,560.0,4,1,1,1,411,2.0,58932.27,42.0,2.0,2.0,1.0,0.0
1392849,406,395,14,560.0,4,1,1,1,411,14.0,55585.83,68.0,1.0,1.0,0.0,0.0
1382223,470,395,14,560.0,4,1,1,1,411,28.0,44417.73,47.0,2.0,1.5,1.0,0.5
1401770,346,334,12,560.0,4,1,1,1,411,28.0,132384.45,56.0,2.0,2.0,1.0,0.0
1385811,451,426,15,560.0,4,1,1,1,411,31.0,113652.32033026773,29.0,2.0,2.0,1.0,0.0
610429,316,304,11,560.0,4,1,1,2,411,28.0,123933.78,55.0,2.0,1.0,1.0,0.0
1393544,401,395,14,560.0,4,1,1,1,411,46.0,55505.31,42.0,2.0,2.0,1.0,0.0
1400391,358,334,12,560.0,4,1,1,1,411,47.0,144375.69,51.0,2.0,2.0,1.0,0.0
1399212,366,334,12,560.0,4,1,1,1,411,28.0,134265.69,40.0,2.0,2.0,1.0,0.0
1402084,345,334,12,560.0,4,1,1,1,411,8.0,76523.91,35.0,1.0,2.0,1.0,0.0
1379416,480,454,16,560.0,4,1,1,1,411,12.0,53739.54,32.0,2.0,1.0,1.0,0.0
1390252,423,395,14,560.0,4,1,1,1,411,46.0,113652.32033026773,29.0,2.0,1.5,1.0,0.5
1390889,395,395,14,560.0,4,1,1,1,411,27.0,111889.74,40.0,2.0,1.0,0.0,0.0
1403552,333,334,12,560.0,4,1,1,1,411,28.0,265085.88,65.0,2.0,2.0,1.0,0.0
1399867,361,334,12,560.0,4,1,1,1,411,50.0,57585.60000000001,66.0,1.0,2.0,1.0,0.0
1399418,365,334,12,560.0,4,1,1,1,411,2.0,113652.32033026773,50.0,1.0,2.0,0.0,0.0
1414277,308,304,11,560.0,4,1,1,2,411,50.0,103924.02,71.0,2.0,3.0,1.0,0.0
1237874,374,334,12,560.0,4,1,1,1,411,28.0,113652.32033026773,46.0,2.0,2.0,1.0,0.0
1376451,498,485,17,560.0,4,1,1,1,411,31.0,113652.32033026773,29.0,1.0,1.0,0.0,0.0
1394690,394,334,12,560.0,4,1,1,1,411,28.0,275346.03,30.0,2.0,2.0,1.0,0.0
1375490,501,485,17,560.0,4,1,1,1,411,28.0,60873.03,41.0,1.0,1.0,0.0,0.0
1399930,361,334,12,560.0,4,1,1,1,411,19.0,113652.32033026773,28.0,1.0,1.0,1.0,0.0
905313,366,334,12,560.0,4,1,1,1,411,28.0,158917.77,46.0,2.0,2.0,1.0,0.0
1402629,340,334,12,560.0,4,1,1,1,411,28.0,180678.48,62.0,2.0,2.0,1.0,0.0
1414596,308,304,11,560.0,4,1,1,2,411,29.0,140019.3,50.0,1.0,3.0,0.0,0.0
1378628,486,454,16,560.0,4,1,1,1,411,28.0,267112.68,32.0,1.0,2.0,0.0,0.0
1394731,394,395,14,560.0,4,1,1,1,411,18.0,236224.62,44.0,2.0,1.5,1.0,0.5
204296,360,334,12,560.0,4,1,1,1,411,8.0,88614.18000000002,46.0,1.0,2.0,1.0,0.0
1393173,403,395,14,560.0,4,1,1,1,411,29.0,43749.09,30.0,2.0,1.5,1.0,0.5
1119637,316,304,11,560.0,4,1,1,2,411,8.0,135436.44,39.0,1.0,3.0,0.0,0.0
1378623,486,454,16,560.0,4,1,1,1,411,41.0,41609.52,31.0,1.0,1.0,0.5,0.0
1392892,403,395,14,560.0,4,1,1,1,411,18.0,103449.33,41.0,1.0,1.5,1.0,0.5
1393254,402,395,14,560.0,4,1,1,1,411,11.0,128425.86000000002,34.0,2.0,1.5,1.0,0.5
1402924,339,334,12,560.0,4,1,1,1,411,46.0,63103.2,52.0,1.0,2.0,1.0,0.0
1401363,350,334,12,560.0,4,1,1,1,411,12.0,25781.85,49.0,1.0,1.0,0.0,0.0
1384009,459,454,15,560.0,4,1,1,1,411,28.0,139515.15000000002,28.0,2.0,1.0,1.0,0.0
1408098,314,304,11,560.0,4,1,1,2,411,18.0,20957.52,62.0,1.0,1.0,1.0,1.0
1403452,335,334,12,560.0,4,1,1,1,411,8.0,220982.04,51.0,2.0,2.0,1.0,0.0
1403633,333,334,12,560.0,4,1,1,1,411,28.0,108889.38,28.0,2.0,2.0,1.0,0.0
1401164,352,334,12,560.0,4,1,1,1,411,47.0,97332.87,61.0,2.0,2.0,1.0,0.0
1406004,319,304,11,560.0,4,1,1,2,411,30.0,88053.24,53.0,2.0,3.0,0.0,0.0
1402214,344,334,12,560.0,4,1,1,1,411,28.0,44042.58,74.0,1.0,2.0,1.0,0.0
1383985,459,454,16,560.0,4,1,1,1,411,28.0,108144.38999999998,31.5,1.0,2.0,1.0,0.0
1399790,361,334,12,560.0,4,1,1,1,411,28.0,113652.32033026773,67.0,1.0,2.0,1.0,0.0
1392655,407,395,14,560.0,4,1,1,1,411,28.0,68586.93000000001,87.0,1.0,1.0,0.0,0.0
1386463,448,426,15,560.0,4,1,1,1,411,28.0,102049.11000000002,38.0,2.0,1.0,1.0,0.0
1388966,431,395,14,560.0,4,1,1,1,411,28.0,131707.29,34.5,1.0,1.5,1.0,0.5
1391074,416,395,14,560.0,4,1,1,1,411,35.0,113652.32033026773,77.0,1.0,1.5,1.0,0.5
1402373,343,334,12,560.0,4,1,1,1,411,8.0,112405.88999999998,55.0,2.0,2.0,1.0,0.0
1404623,327,304,11,560.0,4,1,1,2,411,12.0,113652.32033026773,39.0,1.0,1.0,1.0,1.0
1403067,338,334,12,560.0,4,1,1,1,411,15.0,113652.32033026773,70.0,1.0,2.0,1.0,0.0
1404822,326,304,11,560.0,4,1,1,2,411,28.0,132212.79,62.0,2.0,3.0,0.0,0.0
1404825,326,304,11,560.0,4,1,1,2,411,28.0,66695.54999999999,41.0,1.0,2.0,1.0,1.0
1403223,337,334,12,560.0,4,1,1,1,411,23.0,59541.06,77.0,2.0,2.0,1.0,0.0
1399477,364,334,12,560.0,4,1,1,1,411,9.0,93699.78,62.0,2.0,2.0,1.0,0.0
1381796,472,454,16,560.0,4,1,1,1,411,8.0,83081.01,38.0,1.0,2.0,0.0,0.0
1417245,305,304,11,560.0,4,1,1,2,411,27.0,69257.64,24.0,2.0,1.0,1.0,1.0
1402276,344,334,12,560.0,4,1,1,1,411,28.0,131322.72,37.0,2.0,1.0,0.0,1.0
1401915,345,334,12,560.0,4,1,1,1,411,28.0,134821.29,67.0,2.0,2.0,1.0,0.0
1403040,338,334,12,560.0,4,1,1,1,411,8.0,94567.98,59.0,2.0,2.0,1.0,0.0
1380825,476,454,16,560.0,4,1,1,1,411,6.0,51142.74000000001,36.0,1.0,1.0,0.0,0.0
372239,413,395,14,560.0,4,1,1,1,411,41.0,123328.62,65.0,2.0,1.0,0.0,0.0
1393640,400,365,13,560.0,4,1,1,1,411,39.0,61510.17,52.0,1.0,1.0,0.0,0.0
1402369,343,334,12,560.0,4,1,1,1,411,29.0,69640.29000000001,61.0,1.0,2.0,1.0,0.0
1382977,465,454,16,560.0,4,1,1,1,411,30.0,113652.32033026773,24.0,2.0,2.0,1.0,0.0
1394445,395,395,14,560.0,4,1,1,1,411,33.0,50413.23,38.0,2.0,1.5,1.0,0.5
1402768,339,334,12,560.0,4,1,1,1,411,28.0,297767.46,67.0,1.0,1.0,0.0,0.0
1400071,360,334,12,560.0,4,1,1,1,411,8.0,173889.09,79.0,1.0,2.0,1.0,0.0
286885,400,395,14,560.0,4,1,1,1,411,23.0,125833.38,52.5,1.0,1.0,0.0,0.0
1401602,347,334,12,560.0,4,1,1,1,411,28.0,327125.61,71.0,1.0,2.0,1.0,0.0
1393428,401,395,14,560.0,4,1,1,1,411,21.0,117789.33,41.0,2.0,1.5,1.0,0.5
1401591,347,334,12,560.0,4,1,1,1,411,36.0,89546.06999999998,54.0,2.0,2.0,1.0,0.0
1394852,393,365,13,560.0,4,1,1,1,411,17.0,133742.16,30.0,2.0,3.0,0.0,0.0
1379219,483,454,16,560.0,4,1,1,1,411,43.0,77708.43000000001,29.0,1.0,2.0,1.0,0.0
1403204,337,334,12,560.0,4,1,1,1,411,14.0,61693.31999999999,41.5,2.0,2.0,1.0,0.0
1381325,473,454,16,560.0,4,1,1,1,411,28.0,105797.34,24.0,1.0,2.0,0.0,0.0
1399590,364,334,12,560.0,4,1,1,1,411,45.0,115119.72,42.0,2.0,2.0,1.0,0.0
1397424,375,334,12,560.0,4,1,1,1,411,28.0,157498.29,47.0,2.0,2.0,0.0,0.0
1392123,409,395,14,560.0,4,1,1,1,411,9.0,135630.38999999998,62.0,2.0,1.0,0.0,0.0
1401619,347,334,12,560.0,4,1,1,1,411,31.0,113652.32033026773,48.0,2.0,2.0,1.0,0.0
1393572,401,395,14,560.0,4,1,1,1,411,28.0,113652.32033026773,52.0,2.0,2.0,1.0,0.0
1383831,462,454,16,560.0,4,1,1,1,411,36.0,192819.72,78.0,2.0,2.0,0.0,0.0
1401485,349,334,12,560.0,4,1,1,1,411,28.0,102127.5,38.0,1.0,2.0,1.0,0.0
1391798,410,395,14,560.0,4,1,1,1,411,28.0,79078.86,50.0,2.0,1.5,1.0,0.5
177276,427,426,15,560.0,4,1,1,1,411,28.0,113652.32033026773,72.0,1.0,1.0,0.0,0.0
1388947,431,426,15,560.0,4,1,1,1,411,28.0,147330.96,69.0,1.0,1.0,0.0,0.0
1403368,336,334,12,560.0,4,1,1,1,411,28.0,80658.6,70.5,2.0,2.0,1.0,0.0
1396355,382,365,13,560.0,4,1,1,1,411,17.0,51960.69,23.0,1.0,2.0,0.0,0.0
1401763,346,334,12,560.0,4,1,1,1,411,8.0,470824.32,51.0,2.0,2.0,1.0,0.0
1401086,352,334,12,560.0,4,1,1,1,411,36.0,166096.26,87.0,2.0,2.0,1.0,0.0
1398039,373,365,13,560.0,4,1,1,1,411,28.0,256363.47000000003,33.0,1.0,2.0,1.0,0.0
1409426,311,304,11,560.0,4,1,1,2,411,33.0,113652.32033026773,57.0,2.0,3.0,1.0,0.0
1391021,416,395,14,560.0,4,1,1,1,411,9.0,60141.78,31.0,2.0,1.5,1.0,0.0
1412935,309,304,11,560.0,4,1,1,2,411,17.0,99459.78,23.0,1.0,3.0,0.0,0.0
1383977,459,426,15,560.0,4,1,1,1,411,28.0,225094.35,23.0,1.0,1.0,0.0,0.0
1403280,337,334,12,560.0,4,1,1,1,411,28.0,114321.75,81.0,1.0,2.0,1.0,0.0
1390435,422,395,14,560.0,4,1,1,1,411,28.0,280108.14,33.0,2.0,1.5,1.0,0.5
1410903,311,304,11,560.0,4,1,1,2,411,14.0,47282.04,51.0,1.0,3.0,0.0,0.0
1390745,417,395,14,560.0,4,1,1,1,411,33.0,167041.62,51.0,1.0,1.0,0.0,0.0
1392499,408,395,14,560.0,4,1,1,1,411,28.0,47708.61,41.0,1.0,1.5,1.0,0.5
1392574,407,395,14,560.0,4,1,1,1,411,28.0,108360.69,25.0,1.0,2.0,1.0,0.0
1385487,452,426,15,560.0,4,1,1,1,411,24.0,113652.32033026773,42.0,2.0,1.0,1.0,0.0
1403736,332,304,11,560.0,4,1,1,2,411,29.0,111347.58,53.0,2.0,2.0,1.0,1.0
